# Bening traffic
2023-02-19 12:31,2023-02-19 12:32,60.42,10.100.200.8,10.100.200.14,8000,37512,TCP,.A....,0,0,10,520,10,520,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.000,0.000,0.000,10.0.2.15,0/0,0,6/3/23 12:29,$,0.16550812,0.16550812,8.606422,8.606422,52.0,52.0,1.0,1.0,tpkt,tbyt,cp,prtcp,prudp,pricmp,prigmp,prother,flga,flgs,flgf,flgr,flgp,flgu,Crypto,Malware,0.0


# Crypto traffic
2023-05-29 22:50:29,2023-05-29 22:52:09,100.103,10.100.200.3,192.168.1.198,11700,443,TCP,.AP..F,0,0,7,997,9,813,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.000,0.000,0.000,10.32.0.1,0/0,0,2023-07-12 15:01:47,$,0.069927976,0.0899074,9.959742,8.121635,142.42857,90.333336,1.2263223,0.7777778,tpkt,tbyt,cp,prtcp,prudp,pricmp,prigmp,prother,flga,flgs,flgf,flgr,flgp,flgu,Crypto,Malware,0.13
